FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66342240,66342240,POINT (16.369194406687523 48.22356034518947),20,Wettsteinpark/Siemens-Nixdorf-Steg,,999,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342241,66342241,POINT (16.377330974572477 48.24617086533087),20,Kapaunplatz,,1507,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342242,66342242,POINT (16.260204971362576 48.195978080944705),13,Franz-Schimon-Park/Lilienberggasse,,1504,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342243,66342243,POINT (16.30228899825807 48.17698325810435),13,Maxingpark/ Seckendorff-Gudent-Weg,,1506,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342244,66342244,POINT (16.27534440218978 48.18195469307604),13,Roter Berg/ Nothartgasse ggü 54 (Hundeauslauf),,1505,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342245,66342245,POINT (16.28696203726213 48.151777151106934),23,Pölleritzergasse,,987,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342246,66342246,POINT (16.378081288777405 48.21373297275463),2,Manes-Sperber-Park,,998,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342247,66342247,POINT (16.360901002480375 48.174881935270676),10,Barankapark-Hellerwiese/ Belgradplatz,,1516,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342248,66342248,POINT (16.43919761547516 48.200096789585864),2,Wehlistraße (Hundezone),,1522,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342249,66342249,POINT (16.417066722611075 48.203821460775764),2,Hauptallee/Oberes Heustadelwasser,,1521,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342250,66342250,POINT (16.41808876943225 48.19887381190824),2,Prater/Wasserwiesenweg,,1520,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342251,66342251,POINT (16.429783727890655 48.197141872785195),2,Hauptallee/Lusthausstraße,,1519,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342252,66342252,POINT (16.438144090129907 48.19250667036527),2,Hauptallee/Lusthaus,,1518,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342253,66342253,POINT (16.351169718193052 48.207448948869356),8,Piaristengasse 22,,1523,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342254,66342254,POINT (16.38240040291642 48.20040598413774),3,Modenapark,,1525,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342255,66342255,POINT (16.318590449607335 48.24548746642983),19,Parkanlage Kliergasse,,832,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342256,66342256,POINT (16.367013763993572 48.21406336983312),1,Hermann-Gmeiner-Park,,1530,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342257,66342257,POINT (16.367778183003352 48.21477755020821),1,Hermann-Gmeiner-Park,,1529,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342258,66342258,POINT (16.425509943834744 48.15637789322494),11,Am Kanal ggü 145 (Hundezone) - PA Pretschgasse,,1528,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342259,66342259,POINT (16.32996749481627 48.216048147087186),17,Adelheid-Popp-Park,,1534,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342260,66342260,POINT (16.32989741907991 48.2163339942069),17,Adelheid-Popp-Park,,1535,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342261,66342261,POINT (16.307458973860655 48.22261761359348),16,Kongresspark,,1533,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342262,66342262,POINT (16.276107323350846 48.17331162020069),13,Friedrich-Julius-Bieber-Anlage,,1531,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342263,66342263,POINT (16.375302257984693 48.19788976786854),3,Schwarzenbergplatz/ Prinz-Eugen-Straße,,1540,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342264,66342264,POINT (16.377073892046187 48.198268138146446),3,Schwarzenbergplatz/ Rennweg,,1541,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342265,66342265,POINT (16.381916502245645 48.187621690218506),3,Schweizergarten ggü Südbahnhof,,1539,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342266,66342266,POINT (16.382076144793842 48.27773203280846),21,Obere schwarze Lacken Au,,1508,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342267,66342267,POINT (16.390898721520898 48.26102501775041),21,Tetmajergasse,,1509,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342268,66342268,POINT (16.411902638174535 48.25085522170296),21,Freiligrathpark,,1510,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342269,66342269,POINT (16.407437821477657 48.255131862232),21,Joseph-Samuel-Bloch-Park,,1515,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342270,66342270,POINT (16.34106908904721 48.25308521642257),19,Wilfanpark,,1537,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342271,66342271,POINT (16.469797334097002 48.2353209604995),22,Kartouschgasse ggü 4,,1546,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342272,66342272,POINT (16.517820056355045 48.21000818055269),22,Kirschenallee,,1544,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342273,66342273,POINT (16.518218334843084 48.2085286032968),22,Kirschenallee,,1545,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342274,66342274,POINT (16.460704308639656 48.23452435665103),22,Hirschstettner Aupark,,1543,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342275,66342275,POINT (16.462788247846806 48.23282871146166),22,Hirschstettner Aupark,,1542,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342276,66342276,POINT (16.47671905880853 48.21312288781325),22,Wulzendorfstraße/Stavangergasse,,739,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342277,66342277,POINT (16.408555196076666 48.172191439447595),11,Herderpark (Hundezone 2),,1558,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342278,66342278,POINT (16.42084971021716 48.258934896584684),21,Hans-Hirsch-Park,,1557,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342279,66342279,POINT (16.390780241156605 48.14255418636008),10,Kurt-Tichy-Gasse 8,,1560,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342280,66342280,POINT (16.39016128303055 48.1422970189996),10,Kurt-Tichy-Gasse/Neugrabenstraße,,1559,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342281,66342281,POINT (16.484957019478458 48.1598021999875),11,PA Mannswörther Straße,,1556,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342282,66342282,POINT (16.364555710189492 48.21737860627578),9,Schlickplatz ggü 4,,1562,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342283,66342283,POINT (16.368286155335188 48.21968745683363),9,Roßauer Lände/ Berggasse,,1564,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342284,66342284,POINT (16.367752360988394 48.221521748347065),9,Roßauer Lände/ Mosergasse,,1563,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342285,66342285,POINT (16.378470310437482 48.16126464484098),10,Anningerweg/ Bechergasse,,990,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342286,66342286,POINT (16.379850555245465 48.16108121358527),10,Anningerweg,,991,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342287,66342287,POINT (16.316024178476923 48.24219394299182),19,Glanzinggasse 34,,1566,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342288,66342288,POINT (16.413428554283772 48.29002835272796),21,Lüssenpromenade Süd,,1555,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342289,66342289,POINT (16.518825128468926 48.20996260916899),22,Kirschenallee,,1561,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342290,66342290,POINT (16.417433270604022 48.26109964722777),21,Friessneggpark,,1551,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342291,66342291,POINT (16.3755780495592 48.1491500393761),10,Windschutz mit Lagerplatz/Hansson Siedlung West/Rickard-Lindström-Gasse,,994,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342292,66342292,POINT (16.377642105458005 48.156140723167454),10,Holeyplatz/Saligergasse,,992,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342293,66342293,POINT (16.381230264479985 48.154083209963034),10,Fingergasse/ Pichelmayergasse,,993,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342294,66342294,POINT (16.35584162573496 48.20364430418964),7,Gutenbergpark,,1568,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342295,66342295,POINT (16.33566300710278 48.2132538071864),16,Yppenplatz,,1569,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343072,66343072,POINT (16.317283880822213 48.200699854935934),15,Neusserplatz,ggü. 1,1433,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343073,66343073,POINT (16.280821783196533 48.19750782636344),14,Hütteldorfer Straße,289,2391,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343093,66343093,POINT (16.311909388541935 48.196593580226036),14,Märzstraße,ggü. 132,1479,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343094,66343094,POINT (16.29526791606864 48.19219134491566),14,Cumberlandstraße,85,0471,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343095,66343095,POINT (16.517351571967733 48.230134065774664),22,Cassinonstraße,ggü. 68,3733,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343096,66343096,POINT (16.376555774049915 48.237223893017756),20,Universumstraße,ggü. 22,2986,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343097,66343097,POINT (16.33570365008552 48.205516787108046),16,Herbstraße,4,0440,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343098,66343098,POINT (16.339226773594305 48.21502823304903),16,Ottakringer Straße,11,3169,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343099,66343099,POINT (16.313551251033854 48.128668958000425),23,Baslergasse,# Josef-Endelweber-Gasse,2422,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343841,66343841,POINT (16.34614536427636 48.18371984656169),5,Margaretengürtel,ggü. 116,3336,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343842,66343842,POINT (16.36441059439769 48.224312957847886),9,Schulz-Straßnitzki-Gasse,1,1203,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343843,66343843,POINT (16.356630154778955 48.226933776711135),9,Liechtensteinstraße,72,2964,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343844,66343844,POINT (16.351511503770322 48.227534412168225),9,Lustkandlgasse,34,2975,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343845,66343845,POINT (16.388203199497283 48.291454620127844),21,Irenäusgasse,# Edmund-Hawranek-Platz,2818,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343846,66343846,POINT (16.452064395261825 48.24355174145796),22,Larwingasse,77,3119,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343847,66343847,POINT (16.305854410515284 48.22705358358471),17,Dornbacher Straße,10,3211,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343848,66343848,POINT (16.290356593335414 48.23551079272292),17,Neuwaldegger Straße,1,3200,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343849,66343849,POINT (16.291088872454143 48.22916625672434),17,Heuberggasse,ggü. 42-50,3182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343850,66343850,POINT (16.28304826215754 48.225558660763035),17,Schrammelg.,41,1138,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343851,66343851,POINT (16.386156642781646 48.25642336313133),21,Sinawastingasse,ggü. 2,2838,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343852,66343852,POINT (16.36244408728238 48.24563936125199),19,Geistingergasse,1,2945,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343853,66343853,POINT (16.364511242746143 48.24907496661737),19,Boschstraße,7,2955,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343854,66343854,POINT (16.454850920248802 48.22289242152921),22,Schickgasse,24,2597,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343855,66343855,POINT (16.43953821929037 48.238667906187146),22,Häußlergasse,# Donaustadtstraße,2610,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343856,66343856,POINT (16.296138208483768 48.226828149986716),17,Franz Glaser Gasse,1,2360,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343857,66343857,POINT (16.544340672822457 48.21931042349638),22,Lieglerstraße,,3084,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343858,66343858,POINT (16.38356341570168 48.26318244010521),21,Ohmgasse,# Schulzgasse,2849,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343859,66343859,POINT (16.432612019536204 48.2170001043261),22,Am Kaisermühlendamm,ggü. 111,2471,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343860,66343860,POINT (16.432412449557788 48.23633559853378),22,Florian-Berndl-Gasse,# Argonautenstraße,2438,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343862,66343862,POINT (16.3114975317304 48.210093029103675),16,Paltaufgasse,# Koppstraße,1407,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343865,66343865,POINT (16.315243935168073 48.20437150076206),15,Mareschplatz,ggü. 2,2638,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343866,66343866,POINT (16.316681304640532 48.20535393004582),15,Wickhoffgasse,4,2641,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343867,66343867,POINT (16.333073152073858 48.186942804282445),15,Graumanngasse ,33 # Künstlergasse,3304,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343868,66343868,POINT (16.339213729019143 48.195427194516995),15,Mariahilfer Straße,# ggü. Mariahilfer Gürtel 39,3324,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343869,66343869,POINT (16.320560373042152 48.186067259288606),15,Linke Wienzeile,# Winckelmannstraße,2209,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343870,66343870,POINT (16.364020379141344 48.17279437928291),10,Inzersdorfer Straße,# Karmarschgasse,0333,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343871,66343871,POINT (16.368091282902746 48.168037151864766),10,Leebgasse,# Dieselgasse,0336,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343872,66343872,POINT (16.370044690083862 48.171694348128135),10,Inzersdorfer Straße,# Siccardsburggasse,291,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343874,66343874,POINT (16.255534071682074 48.19453602748278),13,Himmelhofgasse,# Erzbischofgasse,2037,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343875,66343875,POINT (16.256869725655 48.19443325504452),13,Erzbischofgasse,# Gaheisgasse,3266,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343876,66343876,POINT (16.26986148857359 48.189409846849614),13,Sommerergasse,8,2756,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343877,66343877,POINT (16.272102111144626 48.190469862251454),13,Auhofstraße,131,0462,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343878,66343878,POINT (16.27508917947676 48.18924158204707),13,Gutzkowplatz,# Geylinggasse,2863,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343879,66343879,POINT (16.32509613607055 48.16135017471251),12,Am Schöpfwerk,# Am Schöpfwerkpromenade,1052,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343880,66343880,POINT (16.326277614230076 48.161185399041976),12,Am Schöpfwerk,ggü. Andersengasse,1053,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343881,66343881,POINT (16.317723293945146 48.160847431468035),12,Altmannsdorfer Straße,# Esparsetten Weg,3247,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343882,66343882,POINT (16.318214289879798 48.16089108157121),12,Altmannsdorfer Straße,117,2482,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343883,66343883,POINT (16.334527897470167 48.159118602490416),12,Altomontegasse,# Am Schöpfwerk,2047,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343884,66343884,POINT (16.304152912145177 48.145732707213014),23,Eduard-Kittenberger-Gasse,ggü. 19,3493,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343885,66343885,POINT (16.351815626884907 48.1573820262582),10,Friedrich-Adler-Weg,# Otto-Probst-Straße,2736,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343886,66343886,POINT (16.299242520088438 48.17142106020671),12,Klimtgasse,12,3606,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343887,66343887,POINT (16.36352188302181 48.246539351895095),19,Boschstraße,# Felix-Braun-Gasse,1219,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343888,66343888,POINT (16.367554584578393 48.162617270359384),10,Laxenburgerstraße,155,2095,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344522,66344522,POINT (16.482221826541807 48.21911982789142),22,Aspernerstraße,126,320,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344523,66344523,POINT (16.397683330139643 48.152272611798324),10,Laaer-Berg-Straße,bei  Filmteichstra0e,2304,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344524,66344524,POINT (16.387461623123375 48.17406698071752),10,Quellenstraße,# Laimäckergasse,2130,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344525,66344525,POINT (16.390438102259886 48.264336218823246),21,Voltagasse,28-38,3850,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344526,66344526,POINT (16.34828526708189 48.209764758869156),8,Josefstädter Straße,40,3204,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344527,66344527,POINT (16.351321983422526 48.236866707571636),19,Hardtgasse,# Kreindlgasse,0346,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
