FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66341729,66341729,POINT (16.31095666702602 48.222786894097375),16,Kongresspark (Hundezone),,678,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341730,66341730,POINT (16.307122974004375 48.22202108513035),16,Kongresspark,,680,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341731,66341731,POINT (16.30757488889754 48.22095630363244),16,Kongresspark,,679,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341732,66341732,POINT (16.337531409164676 48.234070386563054),18,Türkenschanzpark (Hundezone),,717,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341733,66341733,POINT (16.330348710933198 48.23409977794496),18,Türkenschanzpark (Hundezone),,716,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341734,66341734,POINT (16.329163766710916 48.234465215737345),18,Türkenschanzpark (Hundezone),,715,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341735,66341735,POINT (16.33435527321152 48.2369808271067),18,Türkenschanzpark,,714,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341736,66341736,POINT (16.337503086897204 48.23588688114179),18,Türkenschanzpark,,718,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341737,66341737,POINT (16.294835115451985 48.23045310615075),17,Dornbacher Straße 78,,710,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341738,66341738,POINT (16.30192306729369 48.23494731452921),17,Hans-Bock-Park,,708,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341739,66341739,POINT (16.30128836149802 48.236017875939346),17,Hans-Bock-Park,,709,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341740,66341740,POINT (16.311978865341718 48.226899409612784),17,Alszeile ggü Sportclubplatz (Hundezone),,692,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341741,66341741,POINT (16.31231580433629 48.23081438987452),17,Moritz-Mayer-Park,,707,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341742,66341742,POINT (16.321440841942795 48.22402915306933),17,Clemens-Krauss-Park,,704,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341743,66341743,POINT (16.321849612630103 48.21893012536784),17,Clemens-Hofbauer-Platz,,700,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341744,66341744,POINT (16.322488186968002 48.218855172619854),17,Clemens-Hofbauer-Platz,,701,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341745,66341745,POINT (16.324101974206986 48.22596942814551),17,Lidlpark,,698,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341746,66341746,POINT (16.32334902131806 48.22414295699414),17,Lidlpark,,696,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341747,66341747,POINT (16.325754899586737 48.21445121583542),17,Lorenz-Bayer-Park (Hundezone),,693,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341748,66341748,POINT (16.33020091985035 48.222905514789),17,Diepoldpark,,699,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341749,66341749,POINT (16.33423107112037 48.21833649822719),17,Pezzlpark,,695,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341750,66341750,POINT (16.334419468945285 48.21882399757716),17,Pezzlpark,,694,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341751,66341751,POINT (16.37131947110357 48.21445740493977),1,Rudolfspark/ Heinrichsgasse,,541,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341752,66341752,POINT (16.372446929567342 48.21382121276),1,Rudolfspark/Gölsdorfgasse,,500,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341753,66341753,POINT (16.36551734566041 48.20238655245018),1,Schillerpark,,501,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341754,66341754,POINT (16.372839409481085 48.21531501049531),1,Franz-Josefs-Kai ggü 45,,542,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341755,66341755,POINT (16.373404934124462 48.21479700315049),1,Franz-Josefs-Kai ggü 41,,503,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341756,66341756,POINT (16.38569677108651 48.18805505958073),3,Schweizergarten (Hundezone Landstraßer Gürtel),,546,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341757,66341757,POINT (16.386114128938075 48.18802542867925),3,Schweizergarten (Hundezone Landstraßer Gürtel),Tiba,508,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341758,66341758,POINT (16.384220376232378 48.18514843739419),3,Schweizergarten (Hundezone Arsenalstraße),,545,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341759,66341759,POINT (16.38493905762467 48.18501688513477),3,Schweizergarten (Hundezone Arsenalstraße),,548,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341760,66341760,POINT (16.38467369321623 48.18497142506266),3,Schweizergarten (Hundezone Arsenalstraße),,547,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341761,66341761,POINT (16.390362526305495 48.1982936724468),3,Arenbergpark (Hundezone),,504,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341762,66341762,POINT (16.405169694824828 48.191761527046154),3,Baumgasse - Rundweg (Hundezone),,506,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341763,66341763,POINT (16.399306980862754 48.19070951106463),3,Wohnpark Rennweg (Hundezone),,505,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341764,66341764,POINT (16.38627313179678 48.195593288301566),3,Ungargasse 64/ Rennweg,,533,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341765,66341765,POINT (16.381717953471757 48.20515608173848),3,Kinderpark,,507,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341766,66341766,POINT (16.396046813233088 48.20855013688205),3,Hundertwasser-Promenade (Hundezone),,549,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341767,66341767,POINT (16.39610022325239 48.20810378361515),3,Hundertwasser-Promenade (Hundezone),,509,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341768,66341768,POINT (16.344697491098664 48.21115311676941),8,Hamerlingpark (Hundezone),,567,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341769,66341769,POINT (16.3511328529189 48.21261092719597),8,Schönbornpark (Hundezone),,566,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341770,66341770,POINT (16.34885348588188 48.19460868036857),6,Loquaipark,,539,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341771,66341771,POINT (16.352654983039944 48.19795879520296),6,Esterhazypark (Hundezone),,540,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341772,66341772,POINT (16.361280282676933 48.19796244087152),6,Alfred-Grünwald-Park (Hundezone),,536,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341773,66341773,POINT (16.362002557037748 48.19823744394546),6,Alfred-Grünwald-Park (Hundezone),,558,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341774,66341774,POINT (16.350516617764953 48.1863314695365),5,Einsiedlerpark (Hundezone),,522,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341775,66341775,POINT (16.354833212862065 48.1873966334605),5,Bacherpark (Hundezone),,523,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341776,66341776,POINT (16.353862541002478 48.191142251833796),5,Rechte Wienzeile 104A,,529,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341777,66341777,POINT (16.36356407328051 48.18797363879553),5,Rudolf-Sallinger-Park (Hundezone),,524,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341778,66341778,POINT (16.34773805715408 48.18737148916146),5,Am Hundsturm (Hundezone),,520,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341779,66341779,POINT (16.346629467774164 48.192123884784124),6,Huber-Marischka-Park (Hundezone),,538,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342554,66342554,POINT (16.4538364118355 48.20528726382277),22,Kierschitzweg,# Naufahrtweg,3114,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342566,66342566,POINT (16.259159449324045 48.14890015724029),23,Kaserngasse,# Maurer Lange Gasse,3941,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342567,66342567,POINT (16.354828989599163 48.241255478954514),19,Pyrkergasse,39,3874,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342568,66342568,POINT (16.336960162957364 48.257486431188724),19,Paula-Wessely-Weg,# Käthe-Gold-Weg,3873,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342571,66342571,POINT (16.32020781102741 48.22353429571183),17,Halirschgasse,# Schadinagasse,3903,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342572,66342572,POINT (16.454979569512947 48.28087517295907),21,Lafnitzgasse,# Feistritzgasse,3893,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342573,66342573,POINT (16.329674449499134 48.22980475268457),18,Währinger Straße,# Simonygasse,3906,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342574,66342574,POINT (16.308166489061872 48.22496342463594),17,Zeillergasse,# Paschinggasse,3905,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342575,66342575,POINT (16.311729257637737 48.22371460636138),17,Zeillergasse,# Pretschgogasse,3904,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342576,66342576,POINT (16.328246794853477 48.24635712213811),19,Nottebohmstraße,# Ernst-Karl-Winter-Weg,3876,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342577,66342577,POINT (16.426930004382452 48.26581778506923),21,Heinrich-von-Buol-Gasse,# Axel-Corti-Gasse,3892,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342579,66342579,POINT (16.385959189214947 48.29477302916021),21,Gmündstraße,# Mayerweckstraße,2065,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342580,66342580,POINT (16.410860139380006 48.29275051584176),21,Cordobaplatz,bei 1,3056,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342581,66342581,POINT (16.33718658585578 48.204770471313005),7,Lerchenfelder Gürtel,ggü. 6,2643,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342582,66342582,POINT (16.38140289843474 48.20831112488791),1,Stubenring,ggü. 18,3413,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342583,66342583,POINT (16.319724834435217 48.217372002057864),16,Seeböckgasse,1,3134,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342584,66342584,POINT (16.358727928504923 48.211614461197414),1,Rathausplatz,ggü. 2,2,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342585,66342585,POINT (16.36811260455969 48.216628781531256),1,Schottenring,25,193,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342586,66342586,POINT (16.37018051078797 48.21299131574317),1,Passauer Platz,ggü. 6,4,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342587,66342587,POINT (16.32189994036738 48.23374653074759),18,Ferrogasse,50,1097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342588,66342588,POINT (16.34569592413322 48.20868943250997),8,Lerchengasse,# Pfeilgasse,2262,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342589,66342589,POINT (16.345522414680115 48.21318162998544),8,Feldgasse,4,2259,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342590,66342590,POINT (16.358527379495026 48.197301196926695),6,Linke Wienzeile,46,2293,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342591,66342591,POINT (16.352784135139796 48.194485804488274),6,Magdalenenstraße,29,3146,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342592,66342592,POINT (16.35001019798638 48.191908781168614),6,Marchettigasse,5,2152,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342593,66342593,POINT (16.34385254794437 48.190917665331),6,Sonnenuhrgasse,2,2678,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342594,66342594,POINT (16.346312015210476 48.19079800756053),6,Gumpendorfer Straße,115,3161,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342595,66342595,POINT (16.342949006223307 48.19362827750305),6,Mittelgasse,9,2297,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342596,66342596,POINT (16.36100041182792 48.19212996160954),5,Straußengasse,19,2129,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342597,66342597,POINT (16.333962854305845 48.220906077937784),17,Dornerplatz,ggü. 2,0109,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342598,66342598,POINT (16.504626127978668 48.23816822404794),22,Mayredergasse,Haltestelle Bus,3107,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342599,66342599,POINT (16.489918233523404 48.22321357811317),22,Reglergasse,In der Sackgasse,0398,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342600,66342600,POINT (16.387508958984217 48.20374492904471),3,Baumannstraße,8,3391,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342601,66342601,POINT (16.385413973799874 48.21128767842863),3,Vordere Zollamtsstraße,# Radetzkystraße,1319,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342602,66342602,POINT (16.3909169149345 48.20408634824386),3,Salmgasse,10,2769,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342603,66342603,POINT (16.39481570406665 48.210003583172195),3,Custozzagasse,13,1316,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343347,66343347,POINT (16.536181787748163 48.25859453414012),22,Speierlinggasse,# Telefonweg,1378,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343348,66343348,POINT (16.299283116398403 48.208013687547975),16,Flötzersteig,29A,2176,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343349,66343349,POINT (16.316839913396073 48.214157957138674),16,Arnethgasse,54,2402,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343350,66343350,POINT (16.290676425293245 48.22312560098192),16,Oberwiedenstraße,ggü. 80,450,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343351,66343351,POINT (16.29565264447333 48.224513977565394),17,Oberwiedenstraße,37,3535,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343352,66343352,POINT (16.37369944539537 48.223441965334146),2,Rembrandtstraße,41,0009,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343353,66343353,POINT (16.379149649503937 48.2192633202865),2,Alexander-Poch-Pl.,# Kleine Pfarrgasse,2238,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343354,66343354,POINT (16.371978004963488 48.16748075126844),10,Dieselgasse,# Columbusgasse,2134,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343355,66343355,POINT (16.54308160476761 48.21108339260297),22,Guntherstraße,31,3081,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343356,66343356,POINT (16.466095881654137 48.15782147051384),11,Mühlsangergasse,29,2765,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343357,66343357,POINT (16.352737367860897 48.207351654004185),8,Lange Gasse,11,0102,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343358,66343358,POINT (16.46666317678955 48.154088318713946),11,Sängergasse,ggü 2-4,2766,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343359,66343359,POINT (16.35660174497422 48.235816565026575),19,Heiligenstädter Straße,31,2688,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343360,66343360,POINT (16.343953906897994 48.21424776670071),8,Albertplatz,5,3226,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343361,66343361,POINT (16.338659105390292 48.208660061986656),8,Lerchenfelder Gürtel,,1145,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343362,66343362,POINT (16.34931393368491 48.214128881445035),8,Haspingergasse,2,0107,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343363,66343363,POINT (16.354638160790746 48.23328648720161),19,Döblinger Gürtel,ggü 7,2696,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343364,66343364,POINT (16.354466810119767 48.23639815428662),19,Pantzergasse,# Guneschgasse,0183,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343365,66343365,POINT (16.3444504583524 48.23441253364766),19,Weimarer Straße,73,2691,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343366,66343366,POINT (16.528384288359266 48.21782611213171),22,Wehrbrückelstraße,37,3090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343368,66343368,POINT (16.402017836233227 48.20186437951103),3,Erdberger Lände,# Haidingergasse,5033,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343369,66343369,POINT (16.352076565352814 48.24002228353563),19,Kreindlgasse,22,5024,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343370,66343370,POINT (16.45888482668502 48.23589732104273),22,Franz-Fellner-Gasse ,1,5018,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343371,66343371,POINT (16.48485748201456 48.23597429401595),22,Hasibederstraße,19,5019,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343372,66343372,POINT (16.254634660745893 48.134141849869145),23,Stelzersteg,# Promenadeweg,5041,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343374,66343374,POINT (16.41965372696637 48.19657701613473),2,Wasserwiesenweg,,1176,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343375,66343375,POINT (16.383469136484237 48.14964587824736),10,Franz-Koci-Straße,# Ada-Christen-Gasse,2112,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343376,66343376,POINT (16.316010349404625 48.23476644877676),18,Bastiengasse 48 ggü,# Eckpergasse 26,2501,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66343379,66343379,POINT (16.3035667574694 48.20895841441224),16,Flötzersteig,# Montleartstraße,2199,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344127,66344127,POINT (16.37364840435629 48.21136881391862),1,Judengasse,4,5,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344128,66344128,POINT (16.280334946378055 48.19078868550762),13,Amalienstraße,# Mantlergasse,0457,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344129,66344129,POINT (16.2740867781598 48.18613176307607),13,Meytensgasse,,0345,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344130,66344130,POINT (16.25868622309855 48.18407675017265),13,Josef-Pommer-Gasse,38-42,3508,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344131,66344131,POINT (16.26333065577632 48.18467318745928),13,Marensteig,3,3605,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344132,66344132,POINT (16.253062145305726 48.19838542496372),13,Himmelhofgasse,# Nikolausgasse,2860,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344133,66344133,POINT (16.277020677097934 48.18379851566314),13,Bossigasse,# Blebanngasse,0488,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344134,66344134,POINT (16.305342371545986 48.14434093811368),23,Schloßparkgasse,ggü. 20,3494,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344135,66344135,POINT (16.28124624959139 48.15451120916921),23,Alfons-Petzold-Gasse,47,3699,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
